status_bucket,num_goals,language,avg_goal_difficulty,nav_hours,poverty_hours,total_hours_lost,lifetime_hours,lifetime_days
undocumented,2,es,15.0,39.8,980.2,1020.0,20400.0,2550.0
undocumented,5,en,12.0,30.9,725.9,756.8,15136.0,1892.0
permanent_resident,3,es,11.67,28.2,485.8,514.0,10280.0,1285.0
citizen,2,es,10.5,15.5,351.9,367.4,7348.0,918.5
undocumented,4,en,11.5,29.0,725.9,754.9,15098.0,1887.2
DACA,5,en,12.0,22.5,512.8,535.3,10706.0,1338.2
permanent_resident,3,es,9.33,19.8,505.5,525.3,10506.0,1313.2
permanent_resident,2,es,13.0,26.7,481.3,508.0,10160.0,1270.0
DACA,3,en,9.33,16.2,545.0,561.2,11224.0,1403.0
permanent_resident,2,es,15.0,24.7,480.6,505.3,10106.0,1263.2
permanent_resident,1,es,7.0,17.6,476.3,493.9,9878.0,1234.8
undocumented,3,en,11.0,25.3,754.2,779.5,15590.0,1948.8
undocumented,1,en,12.0,30.5,730.7,761.2,15224.0,1903.0
DACA,2,en,8.0,1.0,518.4,519.4,10388.0,1298.5
permanent_resident,2,en,9.5,14.8,345.4,360.2,7204.0,900.5
citizen,1,es,12.0,21.1,384.1,405.2,8104.0,1013.0
permanent_resident,2,en,11.5,13.7,348.9,362.6,7252.0,906.5
permanent_resident,4,es,12.75,24.8,467.7,492.5,9850.0,1231.2
undocumented,1,en,18.0,42.9,710.8,753.7,15074.0,1884.2
undocumented,4,es,10.5,34.6,1027.1,1061.7,21234.0,2654.2
permanent_resident,2,en,12.5,15.2,324.2,339.4,6788.0,848.5
citizen,1,es,7.0,16.8,316.7,333.5,6670.0,833.8
undocumented,5,en,12.0,27.9,723.9,751.8,15036.0,1879.5
permanent_resident,2,es,8.0,16.2,477.1,493.3,9866.0,1233.2
undocumented,4,es,11.5,34.7,957.2,991.9,19838.0,2479.8
citizen,3,es,13.0,21.2,362.0,383.2,7664.0,958.0
citizen,2,es,15.0,27.1,356.1,383.2,7664.0,958.0
undocumented,3,en,11.0,26.6,783.4,810.0,16200.0,2025.0
DACA,5,es,12.0,34.3,687.3,721.6,14432.0,1804.0
permanent_resident,5,es,12.0,24.4,466.4,490.8,9816.0,1227.0
permanent_resident,2,en,9.5,12.9,355.3,368.2,7364.0,920.5
permanent_resident,2,es,10.5,23.6,490.1,513.7,10274.0,1284.2
permanent_resident,2,es,10.5,20.7,534.0,554.7,11094.0,1386.8
undocumented,1,es,14.0,44.5,1057.5,1102.0,22040.0,2755.0
citizen,1,es,14.0,19.8,368.6,388.4,7768.0,971.0
DACA,2,es,12.5,33.2,675.3,708.5,14170.0,1771.2
DACA,2,es,8.0,22.0,717.4,739.4,14788.0,1848.5
DACA,1,es,12.0,39.0,710.6,749.6,14992.0,1874.0
permanent_resident,1,es,18.0,27.9,487.1,515.0,10300.0,1287.5
citizen,2,es,13.5,24.1,337.6,361.7,7234.0,904.2
citizen,3,es,13.67,25.4,457.0,482.4,9648.0,1206.0
DACA,4,en,11.5,19.8,491.9,511.7,10234.0,1279.2
undocumented,3,es,11.0,21.7,1044.2,1065.9,21318.0,2664.8
citizen,2,en,8.0,6.9,259.4,266.3,5326.0,665.8
permanent_resident,2,en,15.0,12.1,340.1,352.2,7044.0,880.5
undocumented,3,en,11.33,28.7,831.5,860.2,17204.0,2150.5
permanent_resident,3,en,11.67,1.0,338.3,339.3,6786.0,848.2
DACA,2,es,16.0,35.8,721.2,757.0,15140.0,1892.5
permanent_resident,1,en,9.0,13.2,313.5,326.7,6534.0,816.8
permanent_resident,5,es,12.0,19.6,441.0,460.6,9212.0,1151.5
DACA,3,es,11.0,32.5,672.8,705.3,14106.0,1763.2
DACA,3,es,11.67,30.7,706.3,737.0,14740.0,1842.5
permanent_resident,3,en,11.33,15.4,346.8,362.2,7244.0,905.5
citizen,4,en,12.75,10.7,266.4,277.1,5542.0,692.8
DACA,1,es,18.0,44.5,617.5,662.0,13240.0,1655.0
citizen,3,es,9.33,18.2,342.1,360.3,7206.0,900.8
DACA,3,es,11.67,25.6,690.8,716.4,14328.0,1791.0
permanent_resident,1,es,12.0,23.5,481.2,504.7,10094.0,1261.8
undocumented,1,es,18.0,50.2,1029.6,1079.8,21596.0,2699.5
undocumented,1,en,9.0,20.6,718.2,738.8,14776.0,1847.0
DACA,4,es,12.0,27.3,717.2,744.5,14890.0,1861.2
DACA,3,en,9.33,14.5,530.4,544.9,10898.0,1362.2
permanent_resident,5,es,12.0,22.0,521.9,543.9,10878.0,1359.8
permanent_resident,4,es,12.0,20.6,583.7,604.3,12086.0,1510.8
DACA,4,en,11.5,21.6,493.8,515.4,10308.0,1288.5
permanent_resident,3,es,11.33,21.9,480.6,502.5,10050.0,1256.2
permanent_resident,2,es,13.0,25.5,466.1,491.6,9832.0,1229.0
citizen,3,es,13.67,23.1,384.7,407.8,8156.0,1019.5
citizen,3,en,11.33,12.1,276.2,288.3,5766.0,720.8
DACA,2,en,13.5,26.1,528.4,554.5,11090.0,1386.2
permanent_resident,3,en,13.0,14.1,359.7,373.8,7476.0,934.5
permanent_resident,3,en,11.0,12.6,333.9,346.5,6930.0,866.2
DACA,3,es,13.0,29.7,694.8,724.5,14490.0,1811.2
citizen,3,es,11.67,22.2,371.2,393.4,7868.0,983.5
undocumented,5,es,12.0,35.9,1028.7,1064.6,21292.0,2661.5
citizen,5,es,12.0,24.5,374.6,399.1,7982.0,997.8
permanent_resident,2,en,13.0,19.9,337.9,357.8,7156.0,894.5
permanent_resident,1,es,14.0,28.2,500.3,528.5,10570.0,1321.2
citizen,2,es,15.0,21.6,347.4,369.0,7380.0,922.5
DACA,4,en,13.25,10.5,489.6,500.1,10002.0,1250.2
permanent_resident,3,es,11.0,22.0,503.4,525.4,10508.0,1313.5
undocumented,4,es,10.5,32.9,1041.3,1074.2,21484.0,2685.5
DACA,2,es,9.5,25.7,704.3,730.0,14600.0,1825.0
DACA,4,en,13.25,18.2,475.9,494.1,9882.0,1235.2
undocumented,4,en,13.25,33.8,722.2,756.0,15120.0,1890.0
permanent_resident,1,es,12.0,22.0,482.5,504.5,10090.0,1261.2
DACA,2,en,11.5,24.9,526.0,550.9,11018.0,1377.2
undocumented,2,es,15.0,48.4,1052.6,1101.0,22020.0,2752.5
permanent_resident,1,en,7.0,7.6,286.2,293.8,5876.0,734.5
DACA,1,en,12.0,28.3,527.8,556.1,11122.0,1390.2
DACA,4,es,12.0,27.4,712.6,740.0,14800.0,1850.0
permanent_resident,4,en,11.5,15.8,341.1,356.9,7138.0,892.2
DACA,1,en,7.0,18.4,502.9,521.3,10426.0,1303.2
DACA,5,es,12.0,31.3,715.5,746.8,14936.0,1867.0
undocumented,1,es,18.0,70.1,1064.7,1134.8,22696.0,2837.0
permanent_resident,3,en,14.67,16.3,351.1,367.4,7348.0,918.5
undocumented,3,en,11.33,25.2,746.7,771.9,15438.0,1929.8
DACA,3,es,11.33,28.0,699.1,727.1,14542.0,1817.8
undocumented,2,es,12.5,34.1,1004.5,1038.6,20772.0,2596.5
citizen,2,es,10.5,25.2,406.0,431.2,8624.0,1078.0
permanent_resident,1,en,7.0,14.9,351.5,366.4,7328.0,916.0
DACA,1,es,12.0,26.8,708.0,734.8,14696.0,1837.0
permanent_resident,2,en,8.0,13.4,380.0,393.4,7868.0,983.5
undocumented,4,es,12.0,36.1,1047.1,1083.2,21664.0,2708.0
undocumented,5,es,12.0,35.6,1049.7,1085.3,21706.0,2713.2
undocumented,2,es,8.0,28.5,1043.9,1072.4,21448.0,2681.0
DACA,2,en,13.0,22.8,478.2,501.0,10020.0,1252.5
permanent_resident,2,en,8.0,9.1,325.6,334.7,6694.0,836.8
undocumented,1,en,7.0,16.4,746.4,762.8,15256.0,1907.0
undocumented,1,en,9.0,23.6,736.4,760.0,15200.0,1900.0
DACA,1,en,12.0,21.6,488.6,510.2,10204.0,1275.5
permanent_resident,3,en,11.67,13.2,345.3,358.5,7170.0,896.2
citizen,1,en,12.0,17.9,261.8,279.7,5594.0,699.2
DACA,1,en,14.0,27.4,500.3,527.7,10554.0,1319.2
citizen,3,es,13.67,20.5,356.7,377.2,7544.0,943.0
citizen,1,es,14.0,22.8,382.0,404.8,8096.0,1012.0
DACA,2,en,9.5,33.0,521.5,554.5,11090.0,1386.2
DACA,1,en,18.0,28.7,439.4,468.1,9362.0,1170.2
permanent_resident,1,en,9.0,7.0,319.6,326.6,6532.0,816.5
DACA,5,en,12.0,30.2,515.3,545.5,10910.0,1363.8
undocumented,3,es,11.67,37.9,1040.7,1078.6,21572.0,2696.5
undocumented,1,en,12.0,32.3,732.2,764.5,15290.0,1911.2
DACA,3,en,11.0,21.4,535.6,557.0,11140.0,1392.5
DACA,1,en,12.0,21.1,493.8,514.9,10298.0,1287.2
undocumented,3,en,13.0,30.0,754.0,784.0,15680.0,1960.0
DACA,5,en,12.0,19.5,521.9,541.4,10828.0,1353.5
permanent_resident,4,es,13.25,23.4,486.9,510.3,10206.0,1275.8
citizen,3,es,13.0,25.7,363.6,389.3,7786.0,973.2
DACA,3,en,11.67,25.3,423.7,449.0,8980.0,1122.5
citizen,1,es,18.0,24.4,356.2,380.6,7612.0,951.5
permanent_resident,3,en,11.0,11.1,339.6,350.7,7014.0,876.8
DACA,3,es,12.33,29.7,697.0,726.7,14534.0,1816.8
undocumented,2,es,10.5,33.4,1067.1,1100.5,22010.0,2751.2
DACA,3,es,11.33,26.7,708.2,734.9,14698.0,1837.2
permanent_resident,1,es,7.0,18.0,468.7,486.7,9734.0,1216.8
undocumented,3,es,11.67,34.5,1029.5,1064.0,21280.0,2660.0
permanent_resident,4,en,11.5,13.1,306.0,319.1,6382.0,797.8
DACA,2,en,11.5,11.8,459.6,471.4,9428.0,1178.5
citizen,2,es,15.0,22.3,415.0,437.3,8746.0,1093.2
DACA,2,es,8.0,24.0,699.4,723.4,14468.0,1808.5
citizen,3,es,14.67,21.6,361.9,383.5,7670.0,958.8
DACA,3,en,11.67,19.8,486.8,506.6,10132.0,1266.5
permanent_resident,2,es,8.0,21.2,465.7,486.9,9738.0,1217.2
permanent_resident,4,es,11.5,24.4,477.6,502.0,10040.0,1255.0
undocumented,2,es,8.0,28.4,1036.9,1065.3,21306.0,2663.2
undocumented,4,es,12.75,39.4,1043.8,1083.2,21664.0,2708.0
undocumented,2,en,16.0,36.9,744.0,780.9,15618.0,1952.2
citizen,5,es,12.0,18.5,383.6,402.1,8042.0,1005.2
permanent_resident,5,en,12.0,16.1,340.4,356.5,7130.0,891.2
citizen,3,es,11.0,22.2,352.9,375.1,7502.0,937.8
citizen,3,en,10.0,9.5,283.5,293.0,5860.0,732.5
DACA,2,en,13.5,35.5,503.2,538.7,10774.0,1346.8
citizen,1,es,18.0,29.9,351.7,381.6,7632.0,954.0
undocumented,2,en,10.5,25.8,677.5,703.3,14066.0,1758.2
citizen,2,en,10.5,7.4,262.4,269.8,5396.0,674.5
citizen,1,en,18.0,15.4,265.3,280.7,5614.0,701.8
citizen,1,en,12.0,4.1,252.4,256.5,5130.0,641.2
DACA,1,en,14.0,26.0,499.2,525.2,10504.0,1313.0
citizen,1,es,9.0,17.0,341.3,358.3,7166.0,895.8
permanent_resident,2,es,13.0,27.8,584.4,612.2,12244.0,1530.5
DACA,3,en,11.33,22.0,516.5,538.5,10770.0,1346.2
DACA,1,es,14.0,33.6,723.5,757.1,15142.0,1892.8
permanent_resident,5,es,12.0,22.0,459.9,481.9,9638.0,1204.8
undocumented,3,es,13.0,41.4,1048.7,1090.1,21802.0,2725.2
undocumented,3,en,12.33,26.4,757.4,783.8,15676.0,1959.5
DACA,3,es,13.0,31.9,717.2,749.1,14982.0,1872.8
undocumented,3,es,13.0,38.3,1022.4,1060.7,21214.0,2651.8
DACA,2,en,10.5,20.3,522.0,542.3,10846.0,1355.8
citizen,1,es,18.0,24.4,367.2,391.6,7832.0,979.0
undocumented,4,es,10.5,31.1,1050.2,1081.3,21626.0,2703.2
undocumented,2,en,9.5,24.2,744.1,768.3,15366.0,1920.8
permanent_resident,4,en,13.25,14.4,450.9,465.3,9306.0,1163.2
permanent_resident,1,en,7.0,13.4,368.8,382.2,7644.0,955.5
citizen,3,en,13.67,11.7,257.1,268.8,5376.0,672.0
undocumented,1,es,12.0,39.7,1069.7,1109.4,22188.0,2773.5
citizen,1,es,9.0,16.5,360.7,377.2,7544.0,943.0
DACA,1,es,7.0,21.1,699.7,720.8,14416.0,1802.0
citizen,2,es,16.0,25.1,364.1,389.2,7784.0,973.0
citizen,1,en,9.0,10.5,297.4,307.9,6158.0,769.8
permanent_resident,1,en,18.0,23.0,353.6,376.6,7532.0,941.5
DACA,3,en,9.33,19.4,516.7,536.1,10722.0,1340.2
undocumented,3,es,11.67,35.6,1052.2,1087.8,21756.0,2719.5
undocumented,2,en,13.5,33.3,768.4,801.7,16034.0,2004.2
citizen,1,es,9.0,17.0,353.3,370.3,7406.0,925.8
citizen,5,en,12.0,7.0,276.8,283.8,5676.0,709.5
permanent_resident,2,es,10.5,21.2,497.2,518.4,10368.0,1296.0
DACA,3,en,11.67,20.8,514.1,534.9,10698.0,1337.2
DACA,3,es,14.67,38.2,674.7,712.9,14258.0,1782.2
DACA,1,es,9.0,25.9,694.5,720.4,14408.0,1801.0
permanent_resident,3,es,13.67,21.6,478.6,500.2,10004.0,1250.5
undocumented,5,es,12.0,34.1,1028.6,1062.7,21254.0,2656.8
permanent_resident,3,es,11.0,21.4,383.9,405.3,8106.0,1013.2
citizen,1,en,18.0,20.6,293.6,314.2,6284.0,785.5
citizen,1,es,12.0,31.0,394.6,425.6,8512.0,1064.0
DACA,2,es,16.0,38.4,708.1,746.5,14930.0,1866.2
DACA,2,en,8.0,14.6,510.5,525.1,10502.0,1312.8
permanent_resident,3,en,11.67,9.3,329.8,339.1,6782.0,847.8
undocumented,5,en,12.0,25.5,733.8,759.3,15186.0,1898.2
undocumented,1,es,14.0,45.8,1152.5,1198.3,23966.0,2995.8
permanent_resident,1,en,7.0,1.0,306.0,307.0,6140.0,767.5
DACA,1,es,7.0,26.8,694.7,721.5,14430.0,1803.8
DACA,2,es,13.5,32.3,699.0,731.3,14626.0,1828.2
permanent_resident,1,es,7.0,15.1,488.8,503.9,10078.0,1259.8
undocumented,2,en,13.5,33.9,755.5,789.4,15788.0,1973.5
DACA,1,en,14.0,21.2,491.2,512.4,10248.0,1281.0
permanent_resident,5,es,12.0,23.2,444.3,467.5,9350.0,1168.8
undocumented,3,en,13.0,28.8,820.7,849.5,16990.0,2123.8
DACA,1,en,12.0,23.9,526.4,550.3,11006.0,1375.8
undocumented,2,es,12.5,36.6,1030.4,1067.0,21340.0,2667.5
permanent_resident,2,en,12.5,15.9,344.7,360.6,7212.0,901.5
DACA,3,en,13.67,28.5,421.4,449.9,8998.0,1124.8
permanent_resident,1,es,18.0,27.0,515.1,542.1,10842.0,1355.2
DACA,2,es,10.5,25.5,714.3,739.8,14796.0,1849.5
permanent_resident,1,es,9.0,18.5,477.8,496.3,9926.0,1240.8
citizen,3,en,11.0,12.5,278.1,290.6,5812.0,726.5
citizen,4,es,11.5,16.5,325.7,342.2,6844.0,855.5
citizen,3,es,12.33,21.5,353.9,375.4,7508.0,938.5
DACA,1,en,14.0,28.9,484.1,513.0,10260.0,1282.5
citizen,5,es,12.0,8.2,380.3,388.5,7770.0,971.2
undocumented,3,en,11.33,24.2,708.6,732.8,14656.0,1832.0
permanent_resident,3,es,14.67,31.7,463.3,495.0,9900.0,1237.5
undocumented,2,es,11.5,31.8,1026.5,1058.3,21166.0,2645.8
permanent_resident,2,en,10.5,18.5,372.7,391.2,7824.0,978.0
permanent_resident,4,en,10.5,16.7,362.4,379.1,7582.0,947.8
permanent_resident,5,en,12.0,12.8,353.9,366.7,7334.0,916.8
permanent_resident,2,en,13.5,17.0,332.2,349.2,6984.0,873.0
undocumented,4,en,10.5,22.3,722.3,744.6,14892.0,1861.5
permanent_resident,1,es,12.0,29.4,526.7,556.1,11122.0,1390.2
permanent_resident,3,en,9.33,11.6,376.0,387.6,7752.0,969.0
citizen,2,en,11.5,11.7,260.1,271.8,5436.0,679.5
undocumented,1,es,14.0,42.8,1046.9,1089.7,21794.0,2724.2
permanent_resident,2,en,13.5,15.1,288.7,303.8,6076.0,759.5
undocumented,2,es,10.5,33.9,1054.3,1088.2,21764.0,2720.5
DACA,1,es,14.0,46.7,734.6,781.3,15626.0,1953.2
permanent_resident,2,es,10.5,20.4,494.4,514.8,10296.0,1287.0
DACA,2,es,12.5,27.9,690.3,718.2,14364.0,1795.5
permanent_resident,2,es,16.0,31.7,469.3,501.0,10020.0,1252.5
DACA,1,en,18.0,35.5,453.6,489.1,9782.0,1222.8
citizen,1,es,9.0,17.7,383.8,401.5,8030.0,1003.8
undocumented,1,en,12.0,22.2,751.6,773.8,15476.0,1934.5
undocumented,5,es,12.0,38.0,1041.7,1079.7,21594.0,2699.2
undocumented,5,en,12.0,26.3,761.6,787.9,15758.0,1969.8
DACA,2,es,11.5,29.7,684.4,714.1,14282.0,1785.2
DACA,3,es,9.33,24.4,706.7,731.1,14622.0,1827.8
permanent_resident,4,en,10.5,13.9,360.6,374.5,7490.0,936.2
undocumented,4,es,12.75,38.2,1042.7,1080.9,21618.0,2702.2
DACA,2,en,13.0,34.5,535.9,570.4,11408.0,1426.0
undocumented,2,en,11.5,30.3,741.2,771.5,15430.0,1928.8
permanent_resident,4,en,11.5,16.9,315.8,332.7,6654.0,831.8
permanent_resident,2,es,15.0,32.1,497.6,529.7,10594.0,1324.2
undocumented,4,es,13.25,41.5,1041.2,1082.7,21654.0,2706.8
undocumented,3,es,11.33,36.4,1039.4,1075.8,21516.0,2689.5
undocumented,3,en,12.33,38.7,739.0,777.7,15554.0,1944.2
undocumented,4,es,12.75,40.8,1055.8,1096.6,21932.0,2741.5
citizen,1,en,14.0,11.2,257.1,268.3,5366.0,670.8
citizen,5,en,12.0,12.2,280.3,292.5,5850.0,731.2
undocumented,4,en,12.75,31.4,748.5,779.9,15598.0,1949.8
permanent_resident,2,es,15.0,28.8,485.8,514.6,10292.0,1286.5
DACA,4,en,12.0,24.1,536.3,560.4,11208.0,1401.0
permanent_resident,3,es,11.33,23.2,481.0,504.2,10084.0,1260.5
DACA,4,en,11.5,19.5,500.0,519.5,10390.0,1298.8
DACA,2,es,8.0,24.1,704.2,728.3,14566.0,1820.8
undocumented,1,es,12.0,37.4,1058.0,1095.4,21908.0,2738.5
citizen,3,es,13.0,19.8,387.7,407.5,8150.0,1018.8
DACA,5,en,12.0,27.5,506.6,534.1,10682.0,1335.2
citizen,4,es,12.75,20.4,392.3,412.7,8254.0,1031.8
DACA,2,es,11.5,33.5,681.3,714.8,14296.0,1787.0
undocumented,1,es,18.0,45.9,1054.2,1100.1,22002.0,2750.2
DACA,1,es,18.0,42.5,557.3,599.8,11996.0,1499.5
DACA,1,es,14.0,35.0,710.5,745.5,14910.0,1863.8
citizen,1,en,12.0,21.8,260.5,282.3,5646.0,705.8
undocumented,2,en,16.0,37.6,739.7,777.3,15546.0,1943.2
citizen,3,es,13.67,20.4,377.2,397.6,7952.0,994.0
undocumented,1,en,18.0,37.1,751.2,788.3,15766.0,1970.8
permanent_resident,1,es,14.0,25.4,497.2,522.6,10452.0,1306.5
DACA,2,en,8.0,17.6,396.6,414.2,8284.0,1035.5
DACA,3,en,12.33,23.1,584.6,607.7,12154.0,1519.2
citizen,1,es,14.0,21.2,360.3,381.5,7630.0,953.8
DACA,5,en,12.0,20.5,519.0,539.5,10790.0,1348.8
permanent_resident,1,es,12.0,20.0,474.5,494.5,9890.0,1236.2
permanent_resident,5,en,12.0,16.9,367.2,384.1,7682.0,960.2
permanent_resident,2,es,12.5,25.6,510.4,536.0,10720.0,1340.0
undocumented,5,es,12.0,37.5,1038.7,1076.2,21524.0,2690.5
citizen,4,es,12.75,22.3,380.7,403.0,8060.0,1007.5
permanent_resident,5,en,12.0,11.9,392.4,404.3,8086.0,1010.8
DACA,3,en,13.0,21.2,483.1,504.3,10086.0,1260.8
permanent_resident,1,es,14.0,23.0,540.0,563.0,11260.0,1407.5
permanent_resident,5,es,12.0,22.7,479.1,501.8,10036.0,1254.5
permanent_resident,2,en,10.5,11.3,343.6,354.9,7098.0,887.2
citizen,3,en,10.0,5.2,259.2,264.4,5288.0,661.0
DACA,2,en,9.5,19.1,533.8,552.9,11058.0,1382.2
undocumented,2,en,13.0,26.3,736.5,762.8,15256.0,1907.0
permanent_resident,3,es,13.0,27.5,496.7,524.2,10484.0,1310.5
undocumented,3,es,13.0,41.3,1046.9,1088.2,21764.0,2720.5
permanent_resident,3,es,12.33,22.9,483.8,506.7,10134.0,1266.8
DACA,3,es,12.33,29.7,711.5,741.2,14824.0,1853.0
citizen,1,en,9.0,9.8,253.8,263.6,5272.0,659.0
undocumented,1,es,18.0,53.1,1023.8,1076.9,21538.0,2692.2
permanent_resident,1,en,12.0,15.5,359.1,374.6,7492.0,936.5
undocumented,4,es,10.5,41.8,1141.5,1183.3,23666.0,2958.2
DACA,2,en,10.5,19.5,505.7,525.2,10504.0,1313.0
undocumented,1,en,12.0,30.1,733.6,763.7,15274.0,1909.2
citizen,2,es,13.0,21.3,403.7,425.0,8500.0,1062.5
undocumented,2,es,12.5,39.6,997.6,1037.2,20744.0,2593.0
citizen,4,es,12.0,22.8,354.3,377.1,7542.0,942.8
undocumented,2,es,10.5,32.4,1021.8,1054.2,21084.0,2635.5
undocumented,2,es,13.0,36.6,1023.4,1060.0,21200.0,2650.0
citizen,2,es,10.5,18.8,397.2,416.0,8320.0,1040.0
citizen,4,en,11.5,12.3,247.8,260.1,5202.0,650.2
DACA,5,es,12.0,29.9,706.1,736.0,14720.0,1840.0
permanent_resident,2,en,12.5,15.4,362.5,377.9,7558.0,944.8
citizen,1,en,9.0,22.1,261.5,283.6,5672.0,709.0
permanent_resident,1,es,18.0,30.8,473.7,504.5,10090.0,1261.2
undocumented,2,es,10.5,33.8,1012.7,1046.5,20930.0,2616.2
citizen,3,es,10.0,17.6,364.0,381.6,7632.0,954.0
DACA,4,en,11.5,19.8,492.9,512.7,10254.0,1281.8
permanent_resident,4,en,11.5,16.4,282.8,299.2,5984.0,748.0
citizen,3,en,11.67,12.7,275.2,287.9,5758.0,719.8
citizen,1,en,9.0,6.2,265.7,271.9,5438.0,679.8
citizen,3,en,10.0,2.3,298.9,301.2,6024.0,753.0
citizen,1,es,9.0,13.9,383.8,397.7,7954.0,994.2
undocumented,3,en,13.0,29.1,745.9,775.0,15500.0,1937.5
permanent_resident,5,en,12.0,20.9,350.4,371.3,7426.0,928.2
permanent_resident,5,es,12.0,5.3,500.8,506.1,10122.0,1265.2
permanent_resident,3,es,13.0,28.3,567.8,596.1,11922.0,1490.2
undocumented,2,en,9.5,20.5,773.6,794.1,15882.0,1985.2
permanent_resident,2,es,10.5,19.9,495.0,514.9,10298.0,1287.2
permanent_resident,1,es,12.0,24.8,487.5,512.3,10246.0,1280.8
DACA,1,es,14.0,34.0,720.0,754.0,15080.0,1885.0
permanent_resident,1,en,7.0,6.5,348.0,354.5,7090.0,886.2
permanent_resident,1,es,14.0,27.3,486.3,513.6,10272.0,1284.0
undocumented,5,es,12.0,32.7,1041.6,1074.3,21486.0,2685.8
undocumented,3,es,12.33,33.7,1021.5,1055.2,21104.0,2638.0
undocumented,5,en,12.0,33.0,728.1,761.1,15222.0,1902.8
permanent_resident,5,en,12.0,14.0,369.5,383.5,7670.0,958.8
DACA,3,en,11.33,21.5,575.1,596.6,11932.0,1491.5
permanent_resident,1,en,9.0,23.9,346.0,369.9,7398.0,924.8
DACA,1,es,12.0,25.8,699.3,725.1,14502.0,1812.8
citizen,4,es,12.0,15.9,358.3,374.2,7484.0,935.5
permanent_resident,2,es,13.0,26.4,447.9,474.3,9486.0,1185.8
permanent_resident,3,es,9.33,26.7,415.2,441.9,8838.0,1104.8
citizen,1,es,14.0,22.7,365.7,388.4,7768.0,971.0
citizen,2,en,11.5,9.7,285.8,295.5,5910.0,738.8
DACA,4,en,12.0,22.8,485.6,508.4,10168.0,1271.0
permanent_resident,3,es,12.33,21.6,500.7,522.3,10446.0,1305.8
citizen,2,en,10.5,6.6,278.1,284.7,5694.0,711.8
DACA,2,en,13.5,20.0,520.4,540.4,10808.0,1351.0
undocumented,3,es,11.67,36.7,1032.2,1068.9,21378.0,2672.2
undocumented,1,es,18.0,52.0,1024.5,1076.5,21530.0,2691.2
undocumented,4,en,13.25,34.0,737.1,771.1,15422.0,1927.8
DACA,3,es,11.67,25.4,712.3,737.7,14754.0,1844.2
undocumented,5,es,12.0,37.3,1029.7,1067.0,21340.0,2667.5
undocumented,2,en,15.0,32.5,727.0,759.5,15190.0,1898.8
citizen,1,en,12.0,12.1,265.7,277.8,5556.0,694.5
permanent_resident,3,en,11.67,7.9,383.5,391.4,7828.0,978.5
permanent_resident,3,en,13.0,21.5,350.6,372.1,7442.0,930.2
undocumented,2,en,15.0,34.8,750.5,785.3,15706.0,1963.2
permanent_resident,3,en,10.0,19.5,370.8,390.3,7806.0,975.8
citizen,3,en,9.33,9.0,257.5,266.5,5330.0,666.2
DACA,3,es,9.33,23.5,706.9,730.4,14608.0,1826.0
citizen,2,en,16.0,16.6,259.7,276.3,5526.0,690.8
permanent_resident,3,es,14.67,30.0,469.7,499.7,9994.0,1249.2
DACA,1,en,9.0,16.6,485.7,502.3,10046.0,1255.8
citizen,2,en,10.5,12.0,262.8,274.8,5496.0,687.0
permanent_resident,1,en,14.0,16.9,361.7,378.6,7572.0,946.5
undocumented,3,es,13.67,41.4,1020.5,1061.9,21238.0,2654.8
undocumented,4,en,13.25,28.4,717.1,745.5,14910.0,1863.8
citizen,1,en,7.0,7.6,282.9,290.5,5810.0,726.2
undocumented,2,en,12.5,31.3,758.4,789.7,15794.0,1974.2
permanent_resident,1,en,12.0,13.6,353.6,367.2,7344.0,918.0
DACA,1,es,7.0,21.9,700.3,722.2,14444.0,1805.5
undocumented,5,es,12.0,40.1,1041.3,1081.4,21628.0,2703.5
DACA,5,en,12.0,11.7,555.4,567.1,11342.0,1417.8
permanent_resident,1,en,7.0,9.1,321.0,330.1,6602.0,825.2
citizen,2,en,8.0,9.0,270.4,279.4,5588.0,698.5
permanent_resident,2,es,9.5,24.0,507.7,531.7,10634.0,1329.2
undocumented,5,es,12.0,37.4,1092.1,1129.5,22590.0,2823.8
undocumented,2,es,16.0,46.8,1057.9,1104.7,22094.0,2761.8
DACA,3,es,10.0,26.9,724.1,751.0,15020.0,1877.5
undocumented,2,en,8.0,22.1,763.8,785.9,15718.0,1964.8
undocumented,2,en,15.0,36.7,718.3,755.0,15100.0,1887.5
citizen,3,es,14.67,22.2,373.7,395.9,7918.0,989.8
permanent_resident,3,en,10.0,13.5,338.4,351.9,7038.0,879.8
undocumented,1,en,12.0,29.6,768.5,798.1,15962.0,1995.2
DACA,3,es,11.0,27.3,705.9,733.2,14664.0,1833.0
citizen,1,es,18.0,27.2,384.8,412.0,8240.0,1030.0
undocumented,3,es,10.0,35.7,1011.4,1047.1,20942.0,2617.8
undocumented,1,en,12.0,31.3,826.0,857.3,17146.0,2143.2
permanent_resident,1,es,9.0,16.6,480.1,496.7,9934.0,1241.8
citizen,5,en,12.0,12.8,243.2,256.0,5120.0,640.0
citizen,5,en,12.0,8.5,327.0,335.5,6710.0,838.8
undocumented,5,en,12.0,27.1,737.9,765.0,15300.0,1912.5
citizen,4,es,12.75,14.1,349.8,363.9,7278.0,909.8
DACA,5,es,12.0,32.7,718.2,750.9,15018.0,1877.2
DACA,5,es,12.0,29.2,711.9,741.1,14822.0,1852.8
permanent_resident,4,es,10.5,18.4,472.1,490.5,9810.0,1226.2
permanent_resident,2,en,11.5,16.3,345.3,361.6,7232.0,904.0
